CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
13085,217.0,2,416.08,1,3,2,132,At Risk
13089,6.0,87,54044.37,5,5,5,555,Champions
13090,54.0,12,7432.99,4,5,5,455,Loyal Customers
13091,29.0,1,345.82,5,1,2,512,Recent Customers
13092,5.0,5,477.83,5,4,3,543,Recent Customers
13093,98.0,8,7832.47,3,5,5,355,Loyal Customers
13094,38.0,11,1774.68,5,5,4,554,Recent Customers
13095,71.0,1,74.4,4,1,1,411,Others
13097,78.0,10,6010.42,3,5,5,355,Loyal Customers
13098,33.0,24,22622.68,5,5,5,555,Champions
13099,335.0,1,207.36,1,1,1,111,Lost
13101,235.0,1,101.19,1,1,1,111,Lost
13102,39.0,23,6161.09,5,5,5,555,Champions
13103,40.0,1,243.94,5,1,2,512,Recent Customers
13104,47.0,6,1098.48,4,5,4,454,Loyal Customers
13106,134.0,1,76.5,2,1,1,211,Others
13107,45.0,4,1531.62,4,4,4,444,Others
13108,666.0,1,350.06,1,1,2,112,At Risk
13109,217.0,1,369.85,1,1,2,112,At Risk
13110,54.0,7,1488.67,4,5,4,454,Loyal Customers
13113,5.0,22,11433.34,5,5,5,555,Champions
13115,57.0,2,894.15,4,3,4,434,Others
13116,139.0,1,501.14,2,1,3,213,Others
13117,63.0,7,841.77,4,5,3,453,Loyal Customers
13118,209.0,3,799.7,2,3,3,233,Others
13120,239.0,1,30.6,1,1,1,111,Lost
13121,270.0,1,283.73,1,1,2,112,At Risk
13122,184.0,2,922.39,2,3,4,234,Others
13124,31.0,3,3866.33,5,3,5,535,Recent Customers
13126,45.0,8,2099.64,4,5,5,455,Loyal Customers
13127,78.0,1,259.17,3,1,2,312,Others
13130,184.0,1,64.0,2,1,1,211,Others
13131,72.0,2,772.2,3,3,3,333,Others
13132,262.0,1,77.3,1,1,1,111,Lost
13133,37.0,2,109.8,5,3,1,531,Recent Customers
13134,86.0,4,1793.58,3,4,4,344,Others
13135,197.0,1,3096.0,2,1,5,215,Big Spenders
13136,35.0,5,2607.61,5,4,5,545,Recent Customers
13137,29.0,7,3189.58,5,5,5,555,Champions
13138,47.0,5,831.69,4,4,3,443,Others
13139,73.0,6,4711.42,3,5,5,355,Loyal Customers
13140,109.0,3,423.72,3,3,2,332,Others
13141,85.0,5,2388.75,3,4,5,345,Big Spenders
13144,39.0,1,110.95,5,1,1,511,Recent Customers
13145,40.0,4,618.52,5,4,3,543,Recent Customers
13147,44.0,3,475.2,4,3,3,433,Others
13148,60.0,12,3707.12,4,5,5,455,Loyal Customers
13149,107.0,3,1132.62,3,3,4,334,Others
13151,296.0,1,1257.87,1,1,4,114,At Risk
13153,242.0,1,486.22,1,1,3,113,At Risk
13155,80.0,4,971.76,3,4,4,344,Others
13157,6.0,4,1741.22,5,4,4,544,Recent Customers
13158,2.0,4,1201.06,5,4,4,544,Recent Customers
13159,51.0,4,1437.85,4,4,4,444,Others
13161,314.0,1,112.75,1,1,1,111,Lost
13162,93.0,4,1688.29,3,4,4,344,Others
13165,47.0,2,1021.48,4,3,4,434,Others
13166,341.0,1,417.2,1,1,2,112,At Risk
13167,144.0,2,417.55,2,3,2,232,Others
13168,200.0,4,1319.19,2,4,4,244,Others
13169,340.0,1,505.2,1,1,3,113,At Risk
13171,50.0,2,272.89,4,3,2,432,Others
13173,212.0,2,353.65,2,3,2,232,Others
13174,317.0,2,2108.27,1,3,5,135,Big Spenders
13176,47.0,1,492.84,4,1,3,413,Others
13178,74.0,10,5418.99,3,5,5,355,Loyal Customers
13182,46.0,1,121.18,4,1,1,411,Others
13183,87.0,9,3957.78,3,5,5,355,Loyal Customers
13184,33.0,9,1504.44,5,5,4,554,Recent Customers
13185,268.0,1,71.4,1,1,1,111,Lost
13186,40.0,3,1575.89,5,3,4,534,Recent Customers
13187,192.0,1,236.02,2,1,1,211,Others
13189,116.0,1,127.0,3,1,1,311,Others
13192,206.0,2,911.94,2,3,4,234,Others
13194,136.0,1,60.7,2,1,1,211,Others
13196,85.0,2,1586.95,3,3,4,334,Others
13198,32.0,5,3009.18,5,4,5,545,Recent Customers
13199,43.0,30,7798.06,5,5,5,555,Champions
13200,75.0,2,627.01,3,3,3,333,Others
13203,32.0,3,706.24,5,3,3,533,Recent Customers
13207,3.0,1,197.52,5,1,1,511,Recent Customers
13208,156.0,4,835.07,2,4,3,243,Others
13209,90.0,8,5891.61,3,5,5,355,Loyal Customers
13210,154.0,1,353.48,2,1,2,212,Others
13211,215.0,2,886.64,1,3,3,133,At Risk
13213,57.0,5,1520.58,4,4,4,444,Others
13216,268.0,1,333.74,1,1,2,112,At Risk
13217,93.0,3,533.98,3,3,3,333,Others
13218,246.0,1,62.64,1,1,1,111,Lost
13220,79.0,4,819.29,3,4,3,343,Others
13221,241.0,2,847.41,1,3,3,133,At Risk
13223,201.0,2,163.2,2,3,1,231,Others
13224,33.0,1,1212.26,5,1,4,514,Recent Customers
13225,144.0,6,5662.76,2,5,5,255,Loyal Customers
13226,37.0,1,108.21,5,1,1,511,Recent Customers
13227,202.0,1,257.7,2,1,2,212,Others
13228,82.0,1,358.0,3,1,2,312,Others
13229,226.0,1,160.95,1,1,1,111,Lost
13230,60.0,14,2806.97,4,5,5,455,Loyal Customers
13232,4.0,5,1048.3,5,4,4,544,Recent Customers
13233,75.0,2,605.12,3,3,3,333,Others
13235,35.0,1,1031.07,5,1,4,514,Recent Customers
13236,107.0,1,439.23,3,1,2,312,Others
13238,164.0,2,318.85,2,3,2,232,Others
13239,262.0,1,329.56,1,1,2,112,At Risk
13240,174.0,4,663.65,2,4,3,243,Others
13242,66.0,3,270.4,4,3,2,432,Others
13243,204.0,1,600.07,2,1,3,213,Others
13244,123.0,1,121.74,2,1,1,211,Others
13245,51.0,1,430.5,4,1,2,412,Others
13246,177.0,5,1860.99,2,4,4,244,Others
13247,52.0,2,390.87,4,3,2,432,Others
13248,155.0,2,465.68,2,3,3,233,Others
13249,123.0,3,711.41,2,3,3,233,Others
13253,186.0,2,1030.4,2,3,4,234,Others
13255,697.0,1,225.7,1,1,1,111,Lost
13258,206.0,1,224.62,2,1,1,211,Others
13261,269.0,2,944.1,1,3,4,134,At Risk
13262,264.0,1,200.29,1,1,1,111,Lost
13263,5.0,31,6522.74,5,5,5,555,Champions
13265,1.0,5,2107.66,5,4,5,545,Recent Customers
13266,44.0,11,3524.75,4,5,5,455,Loyal Customers
13267,9.0,18,4173.11,5,5,5,555,Champions
13268,6.0,8,2882.23,5,5,5,555,Champions
13269,1.0,10,3677.31,5,5,5,555,Champions
13270,485.0,1,590.0,1,1,3,113,At Risk
13271,302.0,1,217.38,1,1,1,111,Lost
13272,31.0,2,276.56,5,3,2,532,Recent Customers
13273,114.0,1,138.98,3,1,1,311,Others
13276,335.0,1,137.38,1,1,1,111,Lost
13277,117.0,2,125.9,3,3,1,331,Others
13278,41.0,1,542.73,5,1,3,513,Recent Customers
13279,79.0,1,137.75,3,1,1,311,Others
13280,93.0,3,814.86,3,3,3,333,Others
13282,163.0,2,773.1,2,3,3,233,Others
13283,157.0,1,25.5,2,1,1,211,Others
13284,331.0,1,201.19,1,1,1,111,Lost
13285,227.0,3,1970.1,1,3,5,135,Big Spenders
13291,156.0,1,361.11,2,1,2,212,Others
13292,285.0,2,578.94,1,3,3,133,At Risk
13294,250.0,2,873.74,1,3,3,133,At Risk
13295,360.0,1,201.2,1,1,1,111,Lost
13296,138.0,1,87.4,2,1,1,211,Others
13297,301.0,1,323.52,1,1,2,112,At Risk
13298,120.0,1,360.0,3,1,2,312,Others
13299,269.0,1,142.5,1,1,1,111,Lost
13300,170.0,1,371.89,2,1,2,212,Others
13301,104.0,4,618.09,3,4,3,343,Others
13302,156.0,1,63.75,2,1,1,211,Others
13304,352.0,1,300.42,1,1,2,112,At Risk
13305,37.0,9,1684.41,5,5,4,554,Recent Customers
13307,32.0,1,15.0,5,1,1,511,Recent Customers
13308,53.0,2,1099.63,4,3,4,434,Others
13309,1.0,5,1456.79,5,4,4,544,Recent Customers
13310,29.0,3,1132.03,5,3,4,534,Recent Customers
13311,3.0,2,598.57,5,3,3,533,Recent Customers
13313,127.0,4,1242.64,2,4,4,244,Others
13314,74.0,2,686.09,3,3,3,333,Others
13316,80.0,4,5977.73,3,4,5,345,Big Spenders
13317,199.0,5,1313.98,2,4,4,244,Others
13318,120.0,3,640.76,3,3,3,333,Others
13319,60.0,23,9692.56,4,5,5,455,Loyal Customers
13320,66.0,4,1548.7,4,4,4,444,Others
13321,73.0,2,567.36,3,3,3,333,Others
13323,85.0,4,650.55,3,4,3,343,Others
13324,31.0,10,7121.95,5,5,5,555,Champions
13325,82.0,1,675.3,3,1,3,313,Others
13327,113.0,8,3627.77,3,5,5,355,Loyal Customers
13328,317.0,1,1308.48,1,1,4,114,At Risk
13329,121.0,2,789.0,2,3,3,233,Others
13330,123.0,3,1140.93,2,3,4,234,Others
13334,83.0,3,3536.82,3,3,5,335,Big Spenders
13336,78.0,1,795.12,3,1,3,313,Others
13338,217.0,1,487.02,1,1,3,113,At Risk
13339,201.0,1,860.12,2,1,3,213,Others
13340,46.0,7,10736.48,4,5,5,455,Loyal Customers
13341,261.0,1,775.85,1,1,3,113,At Risk
13343,178.0,1,353.43,2,1,2,212,Others
13344,160.0,1,1656.15,2,1,4,214,Others
13345,288.0,1,389.5,1,1,2,112,At Risk
13347,71.0,1,341.36,4,1,2,412,Others
13350,80.0,1,646.57,3,1,3,313,Others
13354,72.0,1,743.53,3,1,3,313,Others
13355,93.0,1,674.7,3,1,3,313,Others
13356,81.0,1,768.24,3,1,3,313,Others
13357,258.0,1,609.95,1,1,3,113,At Risk
13358,269.0,1,439.03,1,1,2,112,At Risk
13362,53.0,3,2337.64,4,3,5,435,Big Spenders
13363,44.0,1,603.82,4,1,3,413,Others
13364,72.0,1,134.96,3,1,1,311,Others
13365,182.0,2,2225.37,2,3,5,235,Big Spenders
13366,51.0,1,56.16,4,1,1,411,Others
13368,192.0,2,623.4,2,3,3,233,Others
13369,454.0,1,308.28,1,1,2,112,At Risk
13370,638.0,1,754.87,1,1,3,113,At Risk
13372,31.0,1,378.64,5,1,2,512,Recent Customers
13373,129.0,2,2055.58,2,3,5,235,Big Spenders
13375,1.0,1,778.65,5,1,3,513,Recent Customers
13376,204.0,3,1019.76,2,3,4,234,Others
13379,137.0,1,136.29,2,1,1,211,Others
13381,31.0,6,3639.31,5,5,5,555,Champions
13382,251.0,1,222.99,1,1,1,111,Lost
13384,46.0,7,4151.93,4,5,5,455,Loyal Customers
13385,330.0,1,534.57,1,1,3,113,At Risk
13388,132.0,2,677.1,2,3,3,233,Others
13389,75.0,2,580.15,3,3,3,333,Others
13390,75.0,1,544.08,3,1,3,313,Others
13391,204.0,1,59.8,2,1,1,211,Others
13394,33.0,8,2520.02,5,5,5,555,Champions
13395,157.0,1,307.72,2,1,2,212,Others
13396,60.0,2,1360.99,4,3,4,434,Others
13397,73.0,5,1544.13,3,4,4,344,Others
13398,193.0,1,457.34,2,1,3,213,Others
13402,246.0,2,621.23,1,3,3,133,At Risk
13404,35.0,2,252.49,5,3,2,532,Recent Customers
13405,75.0,3,572.45,3,3,3,333,Others
13408,3.0,55,24154.54,5,5,5,555,Champions
13410,75.0,4,728.66,3,4,3,343,Others
13411,108.0,1,213.55,3,1,1,311,Others
13414,134.0,3,1390.5,2,3,4,234,Others
13416,44.0,2,712.5,4,3,3,433,Others
13417,206.0,2,640.83,2,3,3,233,Others
13418,35.0,16,5068.13,5,5,5,555,Champions
13420,150.0,2,159.85,2,3,1,231,Others
13421,41.0,2,1851.08,5,3,4,534,Recent Customers
13425,109.0,3,1624.21,3,3,4,334,Others
13426,31.0,7,2302.43,5,5,5,555,Champions
13427,32.0,2,464.86,5,3,3,533,Recent Customers
13429,50.0,2,527.28,4,3,3,433,Others
13430,87.0,1,336.31,3,1,2,312,Others
13431,1.0,1,853.68,5,1,3,513,Recent Customers
13434,75.0,2,534.24,3,3,3,333,Others
13435,45.0,6,2973.92,4,5,5,455,Loyal Customers
13436,120.0,1,196.89,3,1,1,311,Others
13437,121.0,5,2595.64,2,4,5,245,Big Spenders
13439,256.0,1,283.71,1,1,2,112,At Risk
13441,92.0,1,296.64,3,1,2,312,Others
13447,182.0,2,654.01,2,3,3,233,Others
13448,81.0,5,2489.05,3,4,5,345,Big Spenders
13450,31.0,5,1727.28,5,4,4,544,Recent Customers
13451,5.0,4,2463.39,5,4,5,545,Recent Customers
13452,260.0,2,590.0,1,3,3,133,At Risk
13453,166.0,2,356.98,2,3,2,232,Others
13455,485.0,1,692.94,1,1,3,113,At Risk
13456,156.0,3,855.06,2,3,3,233,Others
13458,6.0,12,8758.8,5,5,5,555,Champions
13460,50.0,2,183.44,4,3,1,431,Others
13461,139.0,3,1445.0,2,3,4,234,Others
13462,340.0,1,151.5,1,1,1,111,Lost
13466,126.0,1,307.9,2,1,2,212,Others
13467,274.0,1,782.46,1,1,3,113,At Risk
13468,39.0,34,5346.91,5,5,5,555,Champions
13470,116.0,2,165.0,3,3,1,331,Others
13471,48.0,3,1926.85,4,3,5,435,Big Spenders
13473,39.0,1,241.26,5,1,2,512,Recent Customers
13474,237.0,1,229.59,1,1,1,111,Lost
13475,188.0,4,1431.78,2,4,4,244,Others
13476,179.0,2,1238.47,2,3,4,234,Others
13477,5.0,6,1454.58,5,5,4,554,Recent Customers
13479,201.0,2,300.95,2,3,2,232,Others
13481,46.0,5,1804.56,4,4,4,444,Others
13482,233.0,1,184.64,1,1,1,111,Lost
13484,6.0,1,313.8,5,1,2,512,Recent Customers
13485,234.0,1,454.24,1,1,2,112,At Risk
13486,79.0,3,1122.41,3,3,4,334,Others
13487,58.0,3,575.4,4,3,3,433,Others
13488,9.0,12,8246.17,5,5,5,555,Champions
13489,106.0,4,449.52,3,4,2,342,Others
13491,39.0,10,1215.82,5,5,4,554,Recent Customers
13492,96.0,3,1269.84,3,3,4,334,Others
13493,98.0,2,618.63,3,3,3,333,Others
13494,342.0,1,316.26,1,1,2,112,At Risk
13495,233.0,5,2044.87,1,4,5,145,Big Spenders
13496,360.0,1,501.01,1,1,3,113,At Risk
13497,310.0,2,348.05,1,3,2,132,At Risk
13499,60.0,4,937.47,4,4,4,444,Others
13500,93.0,2,668.8,3,3,3,333,Others
13501,289.0,1,1340.32,1,1,4,114,At Risk
13502,68.0,2,189.16,4,3,1,431,Others
13503,72.0,1,216.85,3,1,1,311,Others
13505,73.0,4,4393.63,3,4,5,345,Big Spenders
13506,317.0,2,458.52,1,3,3,133,At Risk
13507,108.0,4,2479.16,3,4,5,345,Big Spenders
13508,67.0,1,110.97,4,1,1,411,Others
13509,37.0,7,979.72,5,5,4,554,Recent Customers
13510,46.0,4,1791.56,4,4,4,444,Others
13512,261.0,1,251.21,1,1,2,112,At Risk
13513,216.0,1,205.1,1,1,1,111,Lost
13514,74.0,1,152.2,3,1,1,311,Others
13515,73.0,4,891.12,3,4,4,344,Others
13516,73.0,2,620.41,3,3,3,333,Others
13517,107.0,2,1612.18,3,3,4,334,Others
13518,86.0,1,659.44,3,1,3,313,Others
13519,79.0,1,122.75,3,1,1,311,Others
13520,126.0,5,2947.98,2,4,5,245,Big Spenders
13521,120.0,2,805.77,3,3,3,333,Others
13522,90.0,1,125.8,3,1,1,311,Others
13523,47.0,5,3964.88,4,4,5,445,Big Spenders
13524,41.0,5,680.18,5,4,3,543,Recent Customers
13525,220.0,1,282.88,1,1,2,112,At Risk
13527,31.0,7,2287.51,5,5,5,555,Champions
13529,79.0,2,307.76,3,3,2,332,Others
13531,206.0,2,483.8,2,3,3,233,Others
13532,182.0,1,210.31,2,1,1,211,Others
13533,65.0,3,270.79,4,3,2,432,Others
13534,54.0,25,5870.08,4,5,5,455,Loyal Customers
13536,53.0,4,1833.91,4,4,4,444,Others
13538,32.0,7,1280.85,5,5,4,554,Recent Customers
13539,86.0,3,631.34,3,3,3,333,Others
13544,40.0,2,291.41,5,3,2,532,Recent Customers
13546,54.0,2,418.28,4,3,2,432,Others
13548,67.0,2,682.41,4,3,3,433,Others
13549,3.0,5,762.05,5,4,3,543,Recent Customers
13551,320.0,1,91.8,1,1,1,111,Lost
13552,87.0,11,3314.55,3,5,5,355,Loyal Customers
13555,74.0,4,4149.28,3,4,5,345,Big Spenders
13557,29.0,2,584.06,5,3,3,533,Recent Customers
13558,242.0,1,122.68,1,1,1,111,Lost
13560,301.0,1,174.37,1,1,1,111,Lost
13561,127.0,1,141.86,2,1,1,211,Others
13562,82.0,3,1799.33,3,3,4,334,Others
13563,85.0,2,777.53,3,3,3,333,Others
13564,145.0,3,1749.02,2,3,4,234,Others
13565,100.0,1,110.18,3,1,1,311,Others
13566,41.0,2,874.71,5,3,3,533,Recent Customers
13568,174.0,1,192.85,2,1,1,211,Others
13569,516.0,1,118.32,1,1,1,111,Lost
13570,67.0,1,239.49,4,1,2,412,Others
13571,45.0,9,1434.28,4,5,4,454,Loyal Customers
13572,206.0,1,1384.25,2,1,4,214,Others
13573,51.0,2,294.4,4,3,2,432,Others
13575,71.0,3,477.21,4,3,3,433,Others
13576,52.0,16,6170.63,4,5,5,455,Loyal Customers
13577,6.0,3,1193.8,5,3,4,534,Recent Customers
13579,577.0,1,164.7,1,1,1,111,Lost
13581,283.0,1,118.0,1,1,1,111,Lost
13583,156.0,1,781.03,2,1,3,213,Others
13584,191.0,1,142.4,2,1,1,211,Others
13588,29.0,8,2258.75,5,5,5,555,Champions
13589,180.0,1,147.0,2,1,1,211,Others
13590,3.0,5,1668.78,5,4,4,544,Recent Customers
13591,205.0,2,776.23,2,3,3,233,Others
13592,66.0,4,247.96,4,4,2,442,Others
13593,109.0,5,2037.08,3,4,5,345,Big Spenders
13594,53.0,1,396.97,4,1,2,412,Others
13596,242.0,1,285.44,1,1,2,112,At Risk
13598,48.0,1,180.17,4,1,1,411,Others
13599,6.0,14,4174.77,5,5,5,555,Champions
13600,313.0,1,219.52,1,1,1,111,Lost
13601,5.0,2,693.32,5,3,3,533,Recent Customers
13606,60.0,3,280.54,4,3,2,432,Others
13607,41.0,1,678.01,5,1,3,513,Recent Customers
13610,55.0,6,1013.64,4,5,4,454,Loyal Customers
13611,31.0,3,1171.8,5,3,4,534,Recent Customers
13614,31.0,3,1097.13,5,3,4,534,Recent Customers
13615,319.0,1,417.69,1,1,2,112,At Risk
13617,4.0,3,544.18,5,3,3,533,Recent Customers
13618,174.0,1,177.34,2,1,1,211,Others
13621,117.0,1,213.85,3,1,1,311,Others
13623,90.0,5,747.78,3,4,3,343,Others
13626,340.0,1,257.23,1,1,2,112,At Risk
13627,80.0,4,1334.18,3,4,4,344,Others
13629,90.0,9,6539.36,3,5,5,355,Loyal Customers
13630,76.0,7,2031.78,3,5,5,355,Loyal Customers
13631,144.0,11,3070.42,2,5,5,255,Loyal Customers
13632,43.0,4,1669.13,5,4,4,544,Recent Customers
13634,36.0,5,1575.16,5,4,4,544,Recent Customers
13636,93.0,5,949.12,3,4,4,344,Others
13637,53.0,3,810.5,4,3,3,433,Others
13639,75.0,1,1033.34,3,1,4,314,Others
13642,127.0,1,354.8,2,1,2,212,Others
13643,121.0,3,519.44,2,3,3,233,Others
13644,45.0,3,1845.34,4,3,4,434,Others
13645,32.0,1,252.1,5,1,2,512,Recent Customers
13647,72.0,3,1275.9,3,3,4,334,Others
13649,257.0,2,346.6,1,3,2,132,At Risk
13650,1.0,3,1063.48,5,3,4,534,Recent Customers
13651,40.0,2,94.2,5,3,1,531,Recent Customers
13652,46.0,3,1095.08,4,3,4,434,Others
13654,36.0,6,2707.33,5,5,5,555,Champions
13655,6.0,2,932.97,5,3,4,534,Recent Customers
13656,165.0,2,379.65,2,3,2,232,Others
13657,202.0,1,152.34,2,1,1,211,Others
13658,86.0,3,2096.77,3,3,5,335,Big Spenders
13659,206.0,2,1573.2,2,3,4,234,Others
13662,35.0,3,897.76,5,3,4,534,Recent Customers
13663,180.0,1,189.47,2,1,1,211,Others
13666,288.0,2,64.05,1,3,1,131,At Risk
13667,150.0,1,305.02,2,1,2,212,Others
13668,36.0,19,5607.75,5,5,5,555,Champions
13669,51.0,2,218.55,4,3,1,431,Others
13670,76.0,1,349.7,3,1,2,312,Others
13672,38.0,2,186.39,5,3,1,531,Recent Customers
13673,152.0,1,213.6,2,1,1,211,Others
13675,33.0,2,486.82,5,3,3,533,Recent Customers
13678,33.0,1,232.6,5,1,1,511,Recent Customers
13680,40.0,4,3722.42,5,4,5,545,Recent Customers
13681,156.0,1,203.46,2,1,1,211,Others
13682,218.0,1,59.5,1,1,1,111,Lost
13684,286.0,1,67.23,1,1,1,111,Lost
13685,46.0,6,1785.28,4,5,4,454,Loyal Customers
13686,65.0,1,72.0,4,1,1,411,Others
13692,66.0,2,871.58,4,3,3,433,Others
13694,43.0,48,60200.4,5,5,5,555,Champions
13695,2.0,14,2393.73,5,5,5,555,Champions
13697,333.0,1,151.3,1,1,1,111,Lost
13699,156.0,1,308.58,2,1,2,212,Others
13700,6.0,9,1957.02,5,5,5,555,Champions
13703,319.0,1,99.5,1,1,1,111,Lost
13704,1.0,7,1673.41,5,5,4,554,Recent Customers
13705,145.0,3,711.86,2,3,3,233,Others
13706,69.0,1,330.79,4,1,2,412,Others
13707,268.0,2,806.41,1,3,3,133,At Risk
13708,272.0,1,296.88,1,1,2,112,At Risk
13709,50.0,11,5649.03,4,5,5,455,Loyal Customers
13710,121.0,1,180.48,2,1,1,211,Others
13711,219.0,2,252.06,1,3,2,132,At Risk
13712,159.0,1,228.84,2,1,1,211,Others
13715,223.0,5,1079.34,1,4,4,144,At Risk
13716,270.0,1,138.28,1,1,1,111,Lost
13717,57.0,6,1445.01,4,5,4,454,Loyal Customers
13718,159.0,2,306.55,2,3,2,232,Others
13719,58.0,4,920.02,4,4,4,444,Others
13720,117.0,4,799.9,3,4,3,343,Others
13721,274.0,1,524.14,1,1,3,113,At Risk
13722,132.0,3,2375.41,2,3,5,235,Big Spenders
13723,188.0,1,199.85,2,1,1,211,Others
13725,50.0,8,1980.56,4,5,5,455,Loyal Customers
13726,101.0,2,1079.66,3,3,4,334,Others
13727,29.0,2,333.48,5,3,2,532,Recent Customers
13728,108.0,6,1016.14,3,5,4,354,Loyal Customers
13730,136.0,2,752.6,2,3,3,233,Others
13731,159.0,2,610.59,2,3,3,233,Others
13732,29.0,1,491.86,5,1,3,513,Recent Customers
13735,44.0,3,2401.25,4,3,5,435,Big Spenders
13736,242.0,2,731.9,1,3,3,133,At Risk
13737,201.0,1,339.6,2,1,2,212,Others
13740,241.0,1,350.75,1,1,2,112,At Risk
13741,72.0,3,668.43,3,3,3,333,Others
13742,31.0,11,2791.62,5,5,5,555,Champions
13743,1.0,7,1341.6,5,5,4,554,Recent Customers
13744,215.0,2,1156.36,1,3,4,134,At Risk
13745,163.0,1,300.04,2,1,2,212,Others
13747,697.0,1,79.6,1,1,1,111,Lost
13748,159.0,5,948.25,2,4,4,244,Others
13750,54.0,5,1647.26,4,4,4,444,Others
13751,289.0,1,296.25,1,1,2,112,At Risk
13752,96.0,6,1186.28,3,5,4,354,Loyal Customers
13753,288.0,1,741.26,1,1,3,113,At Risk
13754,33.0,2,282.6,5,3,2,532,Recent Customers
13755,50.0,4,686.65,4,4,3,443,Others
13756,95.0,11,4429.49,3,5,5,355,Loyal Customers
13758,100.0,6,2677.74,3,5,5,355,Loyal Customers
13759,72.0,2,659.41,3,3,3,333,Others
13760,55.0,2,286.79,4,3,2,432,Others
13761,51.0,2,1070.65,4,3,4,434,Others
13762,219.0,1,306.72,1,1,2,112,At Risk
13764,71.0,3,1521.76,4,3,4,434,Others
13767,33.0,35,15924.65,5,5,5,555,Champions
13769,93.0,10,2796.51,3,5,5,355,Loyal Customers
13771,189.0,2,1464.85,2,3,4,234,Others
13772,182.0,3,1132.13,2,3,4,234,Others
13774,82.0,1,345.0,3,1,2,312,Others
13777,58.0,31,19491.6,4,5,5,455,Loyal Customers
13778,104.0,1,178.7,3,1,1,311,Others
13780,171.0,2,360.01,2,3,2,232,Others
13781,281.0,1,127.84,1,1,1,111,Lost
13782,48.0,4,599.43,4,4,3,443,Others
13784,39.0,10,2424.63,5,5,5,555,Champions
13786,516.0,1,230.4,1,1,1,111,Lost
13787,76.0,2,309.04,3,3,2,332,Others
13790,212.0,1,348.8,2,1,2,212,Others
13791,169.0,2,1516.0,2,3,4,234,Others
13792,288.0,1,74.6,1,1,1,111,Lost
13798,1.0,52,33853.88,5,5,5,555,Champions
13799,117.0,2,688.86,3,3,3,333,Others
13800,283.0,1,558.32,1,1,3,113,At Risk
13802,139.0,3,4599.42,2,3,5,235,Big Spenders
13803,256.0,1,277.07,1,1,2,112,At Risk
13804,79.0,7,2635.79,3,5,5,355,Loyal Customers
13805,53.0,2,924.6,4,3,4,434,Others
13807,516.0,1,112.6,1,1,1,111,Lost
13808,47.0,4,1108.36,4,4,4,444,Others
13809,161.0,1,155.05,2,1,1,211,Others
13810,29.0,3,1499.01,5,3,4,534,Recent Customers
13811,95.0,3,814.5,3,3,3,333,Others
13812,43.0,2,399.12,5,3,2,532,Recent Customers
13813,31.0,4,1366.86,5,4,4,544,Recent Customers
13814,123.0,2,1579.12,2,3,4,234,Others
13815,173.0,2,2977.75,2,3,5,235,Big Spenders
13817,60.0,2,382.98,4,3,2,432,Others
13819,38.0,3,1140.35,5,3,4,534,Recent Customers
13821,145.0,2,385.64,2,3,2,232,Others
13822,41.0,2,632.0,5,3,3,533,Recent Customers
13823,92.0,1,650.42,3,1,3,313,Others
13824,6.0,5,1698.94,5,4,4,544,Recent Customers
13826,177.0,1,189.5,2,1,1,211,Others
13827,58.0,3,412.05,4,3,2,432,Others
13831,88.0,5,1795.59,3,4,4,344,Others
13833,278.0,1,384.8,1,1,2,112,At Risk
13835,53.0,3,742.91,4,3,3,433,Others
13837,5.0,2,271.24,5,3,2,532,Recent Customers
13838,118.0,4,691.73,3,4,3,343,Others
13841,340.0,1,85.0,1,1,1,111,Lost
13842,37.0,8,2803.93,5,5,5,555,Champions
13846,36.0,2,663.93,5,3,3,533,Recent Customers
13848,123.0,3,1255.0,2,3,4,234,Others
13849,52.0,2,1537.95,4,3,4,434,Others
13850,305.0,1,1595.48,1,1,4,114,At Risk
13851,215.0,3,2651.46,1,3,5,135,Big Spenders
13853,58.0,1,1090.14,4,1,4,414,Others
13854,1.0,23,7482.72,5,5,5,555,Champions
13856,95.0,3,388.5,3,3,2,332,Others
13858,58.0,1,216.17,4,1,1,411,Others
13859,327.0,1,201.16,1,1,1,111,Lost
13860,53.0,4,937.26,4,4,4,444,Others
13862,39.0,7,2089.7,5,5,5,555,Champions
13863,189.0,1,305.78,2,1,2,212,Others
13865,137.0,3,383.34,2,3,2,232,Others
13866,75.0,1,145.67,3,1,1,311,Others
13867,75.0,3,1015.29,3,3,4,334,Others
13868,301.0,2,3192.54,1,3,5,135,Big Spenders
13869,124.0,4,3104.95,2,4,5,245,Big Spenders
13870,41.0,8,2770.94,5,5,5,555,Champions
13871,46.0,12,5870.49,4,5,5,455,Loyal Customers
13873,2.0,3,389.6,5,3,2,532,Recent Customers
13874,359.0,1,540.45,1,1,3,113,At Risk
13875,38.0,5,1786.79,5,4,4,544,Recent Customers
13877,87.0,1,117.24,3,1,1,311,Others
13878,55.0,1,1281.53,4,1,4,414,Others
13880,53.0,12,2823.12,4,5,5,455,Loyal Customers
13881,36.0,15,12033.8,5,5,5,555,Champions
13882,44.0,3,733.13,4,3,3,433,Others
13883,219.0,4,1742.78,1,4,4,144,At Risk
13884,31.0,5,787.6,5,4,3,543,Recent Customers
13885,201.0,2,506.8,2,3,3,233,Others
13886,72.0,1,243.56,3,1,2,312,Others
13887,205.0,1,349.55,2,1,2,212,Others
